customer_id,equity_value,bond_value,gic_value,insurance_cash_value,mortgage_balance,mortgage_rate
99,36984.57,8020.7,14521.44,0.0,109020.05,3.106
100,85882.14,38078.0,19832.27,4945.97,0.0,0.0
101,182671.25,38595.18,65265.18,0.0,420368.07,3.538
102,47280.74,28528.73,45030.44,0.0,0.0,0.0
103,322.12,421.03,514.83,113.22,0.0,0.0
104,5020.03,7214.1,7658.29,0.0,0.0,0.0
105,53719.7,11879.55,22494.72,0.0,0.0,0.0
106,280487.88,157769.41,131081.65,0.0,274402.48,3.787
107,6308.21,1906.28,3094.96,0.0,0.0,0.0
108,6339.17,1396.91,2628.49,0.0,0.0,0.0
109,3841.29,5190.98,5348.68,933.26,0.0,0.0
110,10173.15,2328.71,4453.66,0.0,0.0,0.0
111,13518.18,3344.96,4998.54,0.0,0.0,0.0
112,128717.95,27884.31,30073.35,0.0,0.0,0.0
113,402.2,563.73,663.67,155.44,0.0,0.0
114,1161.94,1664.65,1703.97,0.0,0.0,0.0
115,1753.96,2697.46,3209.01,371.66,0.0,0.0
116,245949.57,51473.58,49338.54,0.0,680661.85,2.907
117,60180.44,34835.23,54020.56,7979.88,105248.08,3.321
118,170593.6,33676.04,33639.62,6069.35,380159.52,3.449
119,90869.88,27125.43,42192.0,0.0,309217.39,2.905
120,151204.38,39416.08,71850.76,0.0,329212.34,3.532
121,6886.73,1721.03,2884.6,0.0,0.0,0.0
122,242563.55,119830.8,132639.01,19485.52,0.0,0.0
123,218414.07,84774.1,52170.04,0.0,0.0,0.0
124,87548.2,31905.83,19469.2,0.0,0.0,0.0
125,43008.37,29783.03,41648.46,8537.78,81260.54,3.763
126,186161.15,42146.82,73504.67,0.0,0.0,0.0
127,34195.97,46891.2,57389.68,0.0,21799.83,4.069
128,3335.07,4275.46,4884.94,703.31,0.0,0.0
129,1544.05,1361.69,1182.03,290.8,0.0,0.0
130,7054.99,1870.07,2983.54,0.0,0.0,0.0
131,25884.42,5880.73,10273.42,0.0,121382.61,3.823
132,2034.16,2911.43,3625.83,1127.28,0.0,0.0
133,83129.16,104873.18,129881.96,14295.94,0.0,0.0
134,59079.44,15275.7,26467.67,0.0,0.0,0.0
135,49820.58,12712.92,21702.16,176.63,0.0,0.0
136,1794.71,2243.82,2690.38,0.0,0.0,0.0
137,135388.8,78266.35,121740.29,19956.54,249555.12,3.885
138,26337.38,15645.84,23868.17,3789.56,69604.21,3.758
139,152373.28,32974.24,31970.11,11692.49,513136.36,3.098
140,1222.94,1563.26,1793.84,387.13,0.0,0.0
141,111905.54,26070.61,45576.24,0.0,370840.92,3.571
142,111217.71,49657.91,27617.58,0.0,0.0,0.0
143,10106.86,2458.03,3716.57,0.0,0.0,0.0
144,306607.07,143273.73,84084.15,0.0,0.0,0.0
145,104322.06,24760.71,40199.52,2529.2,0.0,0.0
146,4700.07,6117.32,7008.98,1199.55,0.0,0.0
147,3260.27,4472.59,5198.07,545.53,2062.12,3.536
148,18273.55,3566.58,3635.89,0.0,0.0,0.0
149,192388.6,126645.85,157029.45,0.0,0.0,0.0
150,9391.64,2473.98,3731.44,0.0,0.0,0.0
151,6656.67,1442.67,2340.14,0.0,0.0,0.0
152,55608.77,36533.75,51387.86,7213.1,0.0,0.0
153,43017.9,24865.45,37504.9,10580.57,123755.89,3.446
154,126014.08,78166.38,110170.88,7809.29,0.0,0.0
155,8853.59,2251.43,3209.59,0.0,0.0,0.0
156,42357.0,11141.95,17116.72,0.0,0.0,0.0
157,182855.4,130671.6,160087.22,16785.72,230341.64,3.985
158,5687.38,1569.87,2825.79,0.0,0.0,0.0
159,2209.13,2598.44,3075.73,499.39,0.0,0.0
160,56428.32,12501.15,13145.89,5487.54,0.0,0.0
161,70570.3,17740.27,33631.93,0.0,401702.34,3.207
162,38064.62,10552.65,17268.04,0.0,0.0,0.0
163,33821.89,21234.08,30160.57,4413.19,0.0,0.0
164,50429.88,30742.97,40289.43,8247.04,85155.5,3.732
165,30853.2,45120.06,52155.53,0.0,34093.86,3.778
166,220.91,352.14,409.16,66.93,0.0,0.0
167,98803.68,22564.72,22328.7,7541.28,0.0,0.0
168,243589.5,49568.0,51496.15,7281.23,0.0,0.0
169,50851.9,20020.79,12199.69,8039.16,187838.36,4.055
170,177966.52,265453.04,302541.31,25297.69,0.0,0.0
171,146005.39,38903.75,66699.34,0.0,0.0,0.0
172,84528.16,33900.14,20069.17,10978.28,0.0,0.0
173,98513.82,65323.73,84428.26,19160.97,314085.73,3.462
174,22934.46,5443.69,9305.78,0.0,0.0,0.0
175,19520.47,4989.4,8284.87,0.0,0.0,0.0
176,121862.08,30741.78,45600.85,4029.36,0.0,0.0
177,7432.46,1850.4,3550.49,0.0,0.0,0.0
178,7716.98,2319.62,3644.2,0.0,0.0,0.0
179,106614.06,44087.16,24577.72,7775.25,166244.42,3.483
180,47858.66,10580.07,19581.93,0.0,95094.51,3.732
181,110755.15,168384.67,164630.39,14623.67,0.0,0.0
182,7195.58,1986.24,2909.98,0.0,0.0,0.0
183,52820.75,11256.96,11867.5,3115.96,0.0,0.0
184,5330.84,4898.6,4648.2,0.0,0.0,0.0
185,68265.84,46439.14,56178.8,8008.24,65711.69,3.343
186,51822.89,24024.31,14579.27,4513.15,88330.67,3.595
187,64146.14,14840.98,25943.53,4414.5,300671.91,3.389
188,1194.43,1707.98,1753.4,246.2,0.0,0.0
189,31626.38,8399.41,14053.12,253.65,0.0,0.0
190,184777.43,121244.82,157829.19,21190.61,0.0,0.0
191,25279.15,16107.79,18616.9,0.0,0.0,0.0
192,36785.93,20949.15,20438.64,3823.91,74309.66,3.976
193,39333.19,10256.31,14545.21,2544.1,98045.38,4.109
194,47798.58,62526.71,74982.37,12498.8,0.0,0.0
195,190724.52,45846.95,82777.45,0.0,567157.49,3.533
196,83224.31,45942.82,77288.95,24180.51,259025.65,3.557
197,51392.29,13793.73,22466.34,0.0,0.0,0.0
198,49213.06,67309.47,82751.04,0.0,0.0,0.0
199,101290.74,24250.47,39716.01,0.0,0.0,0.0
200,4244.21,6832.08,7211.08,1299.19,0.0,0.0
201,163327.26,40595.91,59288.14,0.0,474609.66,3.232
202,61944.14,14471.84,24128.99,0.0,0.0,0.0
203,5510.7,7618.35,9598.23,1056.6,0.0,0.0
204,244326.35,141124.72,205410.33,0.0,0.0,0.0
205,8783.51,2167.08,3686.74,0.0,0.0,0.0
206,819.37,1281.32,1343.18,234.25,0.0,0.0
207,4603.37,1281.88,2280.71,0.0,0.0,0.0
208,87188.04,35848.56,23869.82,0.0,72370.93,3.855
209,641.25,531.54,513.28,701.7,0.0,0.0
210,127807.58,81427.21,123519.16,10788.36,0.0,0.0
211,100726.77,27312.82,49957.99,3060.12,0.0,0.0
212,169496.48,37885.24,68413.73,0.0,0.0,0.0
213,2861.59,804.08,1227.46,0.0,0.0,0.0
214,142164.97,56854.55,31354.43,6833.38,0.0,0.0
215,39306.72,22213.45,34156.79,0.0,101546.52,3.798
216,168495.68,40296.77,66340.36,3732.35,0.0,0.0
217,451.89,593.0,653.32,85.39,0.0,0.0
218,76077.67,57183.24,75003.44,18352.08,0.0,0.0
219,120157.33,69429.86,98938.83,8706.44,0.0,0.0
220,355024.97,178880.94,175093.34,24088.38,426661.17,3.343
221,167755.48,77607.36,89485.86,0.0,0.0,0.0
222,119460.19,46299.71,26269.44,7049.99,0.0,0.0
223,2019.61,2436.07,3308.74,391.23,0.0,0.0
224,52116.08,32681.79,43156.55,0.0,0.0,0.0
225,203177.94,43154.84,42544.44,4259.44,0.0,0.0
226,132185.5,30599.84,50446.29,4063.37,378222.37,3.861
227,204465.72,127285.59,167138.32,18372.23,264847.77,3.517
228,101365.05,55508.06,89665.32,10192.31,133450.22,3.546
229,3671.9,5173.7,5914.17,782.03,3063.39,4.046
230,96159.51,20569.54,35542.11,2152.11,86484.56,3.542
231,3087.82,4340.12,5322.06,628.03,0.0,0.0
232,973.96,1258.61,1402.28,691.79,0.0,0.0
233,2267.12,3304.47,3443.38,813.41,0.0,0.0
234,269.52,258.99,213.4,91.25,0.0,0.0
235,94484.78,24772.64,40434.04,0.0,0.0,0.0
236,65077.55,17851.14,29458.58,0.0,0.0,0.0
237,108528.92,66977.63,96896.84,16444.88,0.0,0.0
238,41872.98,9877.87,17710.3,0.0,0.0,0.0
239,31005.64,16283.28,25265.05,0.0,0.0,0.0
240,120292.28,32711.85,52781.73,0.0,0.0,0.0
241,44278.43,9491.01,17122.02,0.0,0.0,0.0
242,84710.07,53099.86,71252.98,10276.86,0.0,0.0
243,118807.08,74832.1,101771.21,6987.79,0.0,0.0
244,170968.45,41262.64,71467.24,0.0,0.0,0.0
245,48076.9,11750.64,21821.42,0.0,0.0,0.0
246,76939.16,16411.09,15823.82,1767.74,139460.22,3.603
247,826.7,1200.89,1324.28,772.02,0.0,0.0
248,3529.62,4717.66,6121.38,1073.13,0.0,0.0
249,120842.58,65270.5,69648.58,12865.18,0.0,0.0
250,125.48,186.22,196.97,71.95,0.0,0.0
251,189057.81,44167.77,71262.54,6097.59,204984.31,3.241
252,687.02,952.99,983.17,163.31,0.0,0.0
253,85814.7,24060.88,34366.84,0.0,0.0,0.0
254,137384.61,60351.99,63330.41,8258.4,138837.6,4.081
255,83057.84,19319.0,18795.57,8265.56,0.0,0.0
256,39877.42,25015.97,31860.63,0.0,0.0,0.0
257,65736.66,18222.1,30108.73,0.0,183281.83,3.4
258,67060.92,15121.49,27236.89,2550.91,227996.35,3.379
259,182484.61,44856.47,79552.15,0.0,483125.72,3.207
260,119382.22,77748.08,112259.53,0.0,132041.16,2.878
261,32287.47,23575.08,29546.68,7045.2,60752.04,3.726
262,129089.65,63552.38,70301.39,17537.98,0.0,0.0
263,407979.92,178850.15,100925.61,14169.5,374602.75,3.494
264,34697.04,41844.05,46165.18,8507.14,35029.76,3.209
265,49422.21,11914.85,19925.12,4432.88,146769.52,3.15
266,85065.24,54251.72,87289.41,0.0,0.0,0.0
267,105839.34,63687.8,80781.44,11649.87,114180.97,3.621
268,25514.15,5707.92,10054.75,0.0,0.0,0.0
269,4214.67,4246.91,3455.65,670.21,0.0,0.0
270,24181.81,5770.54,10035.2,0.0,103396.62,4.247
271,216490.29,124597.78,190935.65,32283.45,0.0,0.0
272,244418.93,115541.5,123269.86,41299.75,514207.34,3.002
273,6222.0,1460.09,2487.83,0.0,0.0,0.0
274,3478.48,1027.78,1611.35,0.0,0.0,0.0
275,97.1,143.97,145.97,0.0,0.0,0.0
276,101177.38,60400.45,90725.49,8430.17,93972.8,3.583
277,23606.26,6349.93,9841.0,1140.41,0.0,0.0
278,84065.52,48615.83,64379.77,9259.15,83797.47,3.376
279,100037.56,64323.98,81662.48,0.0,121361.62,3.658
280,78248.07,17094.98,29467.08,0.0,0.0,0.0
281,85202.1,52199.71,73842.82,8597.78,0.0,0.0
282,83230.35,33361.92,20234.91,4897.25,138107.47,3.479
283,89875.78,119110.3,120818.26,0.0,63796.32,3.692
284,61575.01,39498.92,58057.85,0.0,0.0,0.0
285,71273.55,14391.65,13210.37,0.0,261683.1,3.597
286,176432.55,39028.97,38199.11,9332.45,0.0,0.0
287,126085.43,28691.73,47508.06,0.0,0.0,0.0
288,100385.62,29408.24,44694.21,10337.09,279778.72,3.581
289,63993.13,103765.69,110819.89,20167.35,87085.06,4.224
290,1418.53,1833.58,2271.01,0.0,0.0,0.0
291,128149.47,62440.18,61481.08,15837.44,0.0,0.0
292,60348.85,35315.21,48488.6,0.0,130677.78,3.262
293,72078.82,45295.34,64802.09,7609.95,92055.33,4.568
294,1786.71,2437.78,2558.51,0.0,0.0,0.0
295,103005.45,75083.12,89858.78,9956.81,0.0,0.0
296,129880.12,76011.16,105652.71,23480.98,0.0,0.0
297,64406.44,44878.21,65215.78,5956.09,0.0,0.0
298,22687.38,36372.92,37114.78,7701.3,0.0,0.0
299,14873.14,3570.06,6085.79,386.37,89737.73,3.435
300,190807.24,111552.26,112866.16,20982.75,319474.75,3.519
301,3917.32,5021.46,6542.74,0.0,0.0,0.0
302,89344.09,48711.14,70218.85,0.0,0.0,0.0
303,58626.65,14569.84,24595.97,0.0,227528.28,3.202
304,60398.71,24028.43,14633.82,2520.4,0.0,0.0
305,42393.93,10615.72,16330.35,0.0,0.0,0.0
306,26943.12,6694.8,10556.83,0.0,207383.07,3.43
307,87228.62,19172.61,30890.0,0.0,297018.46,3.547
308,146136.7,81891.65,74364.92,0.0,153441.95,3.728
309,160411.5,67079.99,40021.1,4960.93,0.0,0.0
310,3503.88,3121.82,2919.27,437.77,0.0,0.0
311,39006.76,7540.95,8926.95,3285.33,199050.09,3.597
312,330794.6,191896.4,267181.32,0.0,386526.32,3.958
313,315422.44,140554.8,163166.64,18629.36,0.0,0.0
314,120679.66,29440.27,47332.82,0.0,0.0,0.0
315,77360.26,99905.96,126527.28,21345.0,0.0,0.0
316,183293.76,106964.71,155866.84,23825.04,0.0,0.0
317,109893.43,59233.65,91112.21,0.0,0.0,0.0
318,18740.58,5392.68,7634.24,0.0,120359.58,4.505
319,87212.94,46350.33,67271.98,9407.74,70190.93,3.711
320,106710.89,42920.21,27588.97,3334.44,0.0,0.0
321,122793.61,35191.17,58527.54,0.0,0.0,0.0
322,77943.18,18416.76,29925.52,0.0,0.0,0.0
323,43518.76,26765.73,38899.87,0.0,0.0,0.0
324,50989.26,24178.2,27399.7,6643.12,0.0,0.0
325,44182.87,31395.29,44186.82,7647.25,86021.43,3.78
326,58876.72,16121.23,24975.57,0.0,0.0,0.0
327,175632.5,33655.22,33582.79,2535.06,446441.91,3.84
328,446201.06,308055.21,443710.83,46869.88,0.0,0.0
329,37498.44,11253.22,17373.24,0.0,0.0,0.0
330,81390.63,52963.26,77375.27,12847.75,0.0,0.0
331,63514.88,12289.18,13916.09,0.0,326094.43,3.469
332,121186.07,75227.67,102994.98,0.0,118087.19,3.336
333,78049.16,19677.68,34643.77,0.0,387894.44,3.222
334,161111.9,40985.82,67564.49,0.0,0.0,0.0
335,20633.43,5020.42,9002.76,478.03,100254.97,3.705
336,109781.31,65309.88,90536.44,16197.31,96056.36,3.552
337,1780.05,2465.81,2998.32,0.0,0.0,0.0
338,73077.07,38818.53,34631.81,8921.88,121341.34,3.34
339,179135.2,80436.79,87371.46,21293.13,0.0,0.0
340,73463.68,48579.07,66314.49,0.0,0.0,0.0
341,102696.11,26262.49,39265.59,0.0,0.0,0.0
342,98008.7,49292.12,47446.15,0.0,0.0,0.0
343,48775.37,67819.3,81932.49,20148.67,0.0,0.0
344,165284.46,108031.72,130410.58,15226.05,191308.0,3.846
345,71834.12,26919.41,16649.56,0.0,0.0,0.0
346,226843.1,127878.55,179623.3,14486.22,208334.67,3.32
347,114932.17,64469.71,102104.85,6893.98,123974.9,3.54
348,263423.52,146807.29,149764.45,23257.1,0.0,0.0
349,232442.23,60737.78,113896.16,0.0,363727.96,3.814
350,162409.39,86278.14,93537.77,13698.47,0.0,0.0
351,48400.67,11523.34,19724.26,0.0,0.0,0.0
352,93850.06,21497.83,21521.55,0.0,257557.89,3.29
353,79953.93,57707.58,73103.04,13422.32,163609.82,3.852
354,56997.13,34603.11,47577.26,0.0,122128.51,4.332
355,280529.99,100715.8,59372.78,17992.66,372599.72,4.321
356,132969.46,29051.44,50103.82,0.0,296108.17,4.004
357,9979.75,2282.71,3984.41,0.0,0.0,0.0
358,7360.47,2020.33,3254.19,0.0,0.0,0.0
359,71738.1,41045.25,64352.15,5126.21,0.0,0.0
360,645.72,873.62,867.05,659.15,0.0,0.0
361,147380.29,91167.94,127939.74,0.0,0.0,0.0
362,43989.32,10797.77,18056.03,0.0,118337.62,3.662
363,69487.54,17879.86,28854.92,0.0,0.0,0.0
364,21212.04,8191.22,5388.59,3839.11,54403.68,3.475
365,85.05,117.16,146.24,53.68,0.0,0.0
366,66713.06,19042.22,29618.48,0.0,213980.42,3.537
367,90347.51,21982.21,39063.53,0.0,0.0,0.0
368,176046.0,102067.98,156588.07,0.0,146897.31,4.005
369,107885.53,44080.81,23383.86,8485.62,0.0,0.0
370,6237.87,1525.81,1532.98,0.0,0.0,0.0
371,5627.46,1223.66,1170.42,0.0,0.0,0.0
372,72272.44,100913.53,106689.82,0.0,0.0,0.0
373,10168.33,2161.76,4071.39,0.0,0.0,0.0
374,381412.71,87802.74,174986.03,12901.84,0.0,0.0
375,248529.38,65691.13,117138.91,13228.75,0.0,0.0
376,166838.27,43493.87,70148.03,6208.87,0.0,0.0
377,142.63,239.7,264.86,59.15,0.0,0.0
378,174054.92,104661.78,147909.05,0.0,93929.34,4.255
379,2089.89,1754.81,1605.3,356.18,0.0,0.0
380,127460.22,57704.15,33556.37,0.0,102786.44,4.098
381,205149.35,50724.97,87420.17,0.0,0.0,0.0
382,59220.65,13038.81,12514.13,2076.89,98392.95,3.972
383,60519.77,71322.59,87403.6,12967.99,0.0,0.0
384,82529.77,21455.49,33392.14,2914.86,0.0,0.0
385,104228.22,27001.59,40526.62,0.0,0.0,0.0
386,537.26,727.75,866.49,257.66,0.0,0.0
387,39200.26,26550.33,39477.07,10596.51,0.0,0.0
388,4039.26,5581.86,5913.45,0.0,0.0,0.0
389,59798.27,13559.37,25512.77,4984.84,149450.37,2.907
390,83637.89,48733.01,78439.89,0.0,0.0,0.0
391,2074.66,2090.4,1718.92,0.0,0.0,0.0
392,44331.66,11948.23,17269.63,0.0,0.0,0.0
393,99169.43,48069.08,49380.8,0.0,0.0,0.0
394,169594.2,58602.19,36265.1,0.0,0.0,0.0
395,99249.64,22225.1,21963.0,3692.88,0.0,0.0
396,132850.97,51507.49,33830.89,0.0,0.0,0.0
397,1485.58,1824.92,2305.53,694.25,0.0,0.0
398,46605.81,10726.86,10566.58,0.0,0.0,0.0
399,189079.15,97210.66,86934.14,0.0,112113.74,4.404
400,76958.89,19626.67,28586.61,0.0,203522.54,4.341
401,62213.99,16214.69,27331.46,0.0,0.0,0.0
402,80985.78,52967.45,68698.59,0.0,52355.17,4.207
403,5531.1,1228.46,2133.13,0.0,0.0,0.0
404,156245.55,41668.2,60713.79,12863.79,0.0,0.0
405,73239.18,29172.64,19184.44,8218.16,220355.36,3.639
406,75205.92,48777.3,70244.76,6474.38,100213.45,3.674
407,4312.44,6503.44,7128.71,0.0,0.0,0.0
408,39108.65,9234.85,8606.35,0.0,151772.18,3.564
409,24938.84,6448.59,9648.33,0.0,119332.03,3.335
410,1281.25,1699.2,1875.47,367.0,0.0,0.0
411,119304.19,70138.44,92084.78,0.0,122564.7,3.886
412,4944.76,1206.3,2136.71,0.0,0.0,0.0
413,36580.01,14856.57,8208.85,0.0,0.0,0.0
414,50229.33,13501.25,22674.68,2899.62,0.0,0.0
415,23713.09,5986.57,8837.0,0.0,0.0,0.0
416,133357.01,53661.68,11350.68,9645.41,0.0,0.0
417,107113.23,64309.09,93055.31,0.0,100239.56,3.659
418,1754.65,2514.11,3030.93,444.89,0.0,0.0
419,3367.73,942.12,1605.07,0.0,0.0,0.0
420,1659.21,1994.8,2593.75,435.3,0.0,0.0
421,1860.36,2535.7,2812.62,477.14,0.0,0.0
422,2003.66,2751.67,3612.15,504.0,0.0,0.0
423,21406.97,5176.33,8872.89,0.0,0.0,0.0
424,980.55,1447.7,1680.46,213.65,0.0,0.0
425,247672.71,59544.74,109293.35,0.0,0.0,0.0
426,110057.04,39791.07,28993.22,10280.86,0.0,0.0
427,36211.3,16633.82,16578.05,8841.57,118281.56,3.532
428,7348.68,1765.01,3295.35,0.0,0.0,0.0
429,40438.46,11667.48,18797.31,0.0,243915.74,3.909
430,4006.56,957.92,919.11,0.0,0.0,0.0
431,87823.34,20250.48,32431.93,5136.17,0.0,0.0
432,81288.6,22551.65,38519.43,0.0,0.0,0.0
433,94370.84,24552.16,43485.82,0.0,0.0,0.0
434,73270.73,51200.82,60867.29,0.0,0.0,0.0
435,59723.24,13780.5,23974.63,0.0,0.0,0.0
436,182.85,246.51,302.37,52.33,0.0,0.0
437,76342.09,17240.08,30391.84,0.0,0.0,0.0
438,5919.52,6449.18,5684.34,765.78,0.0,0.0
439,248393.32,112700.98,67144.3,11069.59,0.0,0.0
440,181.27,288.26,282.89,52.02,0.0,0.0
441,4259.24,5119.5,3907.85,1104.24,0.0,0.0
442,38059.17,50032.27,56149.05,7657.55,0.0,0.0
443,22757.21,5316.91,9109.39,0.0,135122.62,3.522
444,65283.66,41342.86,54777.34,6886.8,90555.8,3.486
445,881.9,1254.61,1404.4,396.31,0.0,0.0
446,42476.93,10190.63,15676.06,523.62,104858.75,4.504
447,85703.22,20575.19,37656.78,6136.19,0.0,0.0
448,77725.03,20389.03,32300.86,0.0,204488.53,3.716
449,154195.53,35117.04,57410.01,0.0,0.0,0.0
450,83843.83,20468.97,20098.87,4438.66,0.0,0.0
451,96399.79,23311.01,43667.95,2576.79,92324.15,4.037
452,31997.21,19149.95,28908.79,0.0,42187.2,3.874
453,73039.59,42264.36,60047.9,8812.0,138039.33,3.414
454,80993.49,21439.74,32896.97,2430.55,141351.03,4.027
455,58520.21,41172.83,56836.66,0.0,86295.78,3.745
456,310868.8,81131.29,112285.1,9590.23,350348.59,4.272
457,75966.78,33529.7,21473.36,4565.7,0.0,0.0
458,102056.41,24092.44,44807.42,0.0,0.0,0.0
459,19436.55,5066.06,8256.48,0.0,0.0,0.0
460,2636.96,3343.48,3737.8,777.97,0.0,0.0
461,172171.69,109614.85,132696.03,15549.71,0.0,0.0
462,248305.68,56216.9,55620.08,15707.11,0.0,0.0
463,30957.25,20326.22,30307.67,5762.36,0.0,0.0
464,70253.23,51994.66,60368.86,0.0,0.0,0.0
465,55309.47,13163.22,22726.31,1966.82,0.0,0.0
466,75949.44,43585.36,69620.94,11679.87,115805.05,2.396
467,32471.17,7032.39,11302.16,1226.24,0.0,0.0
468,8590.62,1913.71,1994.73,0.0,0.0,0.0
469,77801.52,43569.07,61989.64,6078.91,106267.3,3.567
470,45833.14,8762.74,8726.95,0.0,107401.72,4.083
